affiliation,num_papers
"Centre for Digital Health Interventions, ETH Zurich, Switzerland; Agentic Systems Lab, ETH Zurich, Switzerland; Centre for Digital Health Interventions, University of St. Gallen, Switzerland",1
"Centre for Frontier AI Research, A*STAR, Singapore 138632",1
"Centre for Frontier AI Research, Institute of High Performance Computing, Agency for Science, Technology and Research, Singapore",1
"Centre for Frontier AI Research, Institute of High Performance Computing, Agency for Science, Technology and Research, Singapore; The College of Computing and Data Science, Nanyang Technological University",1
Centre for International Governance Innovation,1
"Centre for Language Studies, Radboud University, Netherlands",1
Centre for Long-Term Resilience,1
"Centre for Mathematical Sciences, Lund University",1
"Centre for Robotics, Mines Paris - PSL, PSL University, 75006 Paris, France",1
"Centre for Vision, Speech and Signal Processing (CVSSP), University of Surrey, UK",1
Centre for the Governance of AI (GovAI),1
Centre for the Governance of AI (GovAI); Oxford Internet Institute,1
"Centre for the Governance of AI; AI: Futures and Responsibility Programme, University of Cambridge",1
Centre for the Governance of AI; Center for a New American Security,1
Centre for the Governance of AI; Harvard Law School,1
"Centre for the Governance of AI; MRC Biostatistics Unit, University of Cambridge",1
"Centre for the Governance of AI; Oxford Internet Institute, University of Oxford",1
Centre for the Governance of AI; University of California: Los Angeles,1
Centre for the Governance of AI; University of Virginia; Brookings Institution,1
"Centre for the Study of Existential Risk, Uni. of Cambridge",1
"Centre for the Study of Existential Risk, University of Cambridge",1
"Centre of Wireless Communications, University of Oulu, 90014 Oulu, Finland",1
"Centre for Frontier AI Research (CFAR), A*STAR; Institute of High Performance Computing, A*STAR",1
"Centre for Digital Health Interventions, ETH Zurich, Switzerland",1
"Central Conservatory of Music, China",1
"Centre for Blockchain Technologies, University College London; Exponential Science",1
"Central Conservatory of Music, China; Tsinghua University, China",1
Central South University; Shanghai Artificial Intelligence Laboratory,1
"CentraleSupelec, Paris-Saclay",1
CentraleSupélec,1
"CentraleSupélec, Paris-Saclay; Equall.ai",1
CentraleSupélec; Artefact Research Center,1
CentraleSupélec; Illuin Technology,1
"Centre Cardiologique du Nord, Saint-Denis, 93200, France.",1
Centre Inria de l’Universite de Rennes,1
Centre Inria de l’Université de Rennes,1
"Centre Inria de l’Université de Rennes; FAIR, Meta",1
Centre Inria de l’Université de Rennes; Imatag,1
"Centre for AI, DS&AI, AstraZeneca, UK",1
"Centre for AI, Data Science & Artificial Intelligence, R&D, AstraZeneca, United Kingdom",1
"Centre for AI, Data Science & Artificial Intelligence, R&D, AstraZeneca, United Kingdom; University College London, United Kingdom",1
"Centre for Artificial Intelligence Research and Optimization, Torrens University Australia, Fortitude Valley, Brisbane, QLD 4006, Australia; University Research and Innovation Center, Obuda University, 1034 Budapest, Hungary",1
"Centre for Artificial Intelligence and Robotics, HKISI, CAS",1
"Centre for Artificial Intelligence and Robotics, Hong Kong Institute of Science & Innovation, CAS",1
"Centre for Artificial Intelligence and Robotics, Hong Kong Institute of Science and Innovation, Chinese Academy of Sciences, Hong Kong 999077, P.R. China",1
"Centre for Artificial Intelligence, University College London",1
"Centre for Artificial Intelligence, University College London; Research and Development Center for Large Language Models, National Institute of Informatics",1
"Center for Brain-Inspired Computing Research (CBICR), Tsinghua University, Beijing, China; Department of Precision Instruments, Tsinghua University, Beijing, China; IDG/McGovern Institute for Brain Research, Tsinghua University, Beijing, China",1
"Center for Brain Science, Harvard University, Cambridge, MA, USA",1
"Center for Biomedical Imaging and Informatics, Rutgers Cancer Institute, New Brunswick, NJ, United States",1
Capital Normal University,1
"Capital One, AI Foundations, New York, USA",1
"Capital One, AI Foundations, San Francisco, USA",1
"Capital One, AI Foundations, San Jose, USA",1
Capital One; IndoNLP,1
Capital One; SEACrowd,1
Capital One; SEACrowd; IndoNLP,1
Captions Research,1
"Captions Research, New York; Stony Brook University, New York",1
"Cardiff University, UK",1
"Cardiff University, United Kingdom",1
Carleton College,1
Carnegie Endowment for International Peace,1
Carnegie Mellon,1
Carnegie Mellon University Africa,1
"Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, Pennsylvania, USA",1
"Carnegie Mellon University, Amazon GenAI, James Silberrad Brown Center for Artificial Intelligence",1
"Carnegie Mellon University, Cartesia AI",1
"Carnegie Mellon University, MBZUAI, Petuum Inc.",1
"Carnegie Mellon University, Pittsburgh, PA 15213, USA",1
"Carnegie Mellon University, Pittsburgh, PA, US",1
"Carnegie Mellon University, Pittsburgh, PA, USA",1
"Capital One, AI Foundations, McLean, USA",1
"Capgemini Invent, 145 quai du Président Roosevelt, 92130 Issy Les Moulineaux, France",1
"Center for Artificial Intelligence in Medicine and Imaging, Stanford, CA, USA",1
Canva,1
CUNY Hunter College,1
"CVL, ETH Zurich, CH; PSI, KU Leuven, BE; INSAIT, Un. Sofia, BU",1
"CVLAB, University of Bologna",1
"CVSSP, University of Surrey, United Kingdom; Surrey Institute for People-Centred AI",1
"CVSSP, University of Surrey, United Kingdom; iFlyTek-Surrey Joint Research Centre",1
CVTE; Sun Yat-sen University,1
"CWI Amsterdam; Amsterdam, Netherlands; Affiliated with Vrije Universiteit Amsterdam.",1
"Cadence, San Jose, CA",1
Calera Capital,1
"California Institute of Technology, Pasadena, CA, USA",1
"California Institute of Technology, Stanford University",1
"California Institute of Technology, USA",1
California State Polytechnic University Pomona,1
"Caltech, NVIDIA",1
"Caltech, Pasadena, CA, USA",1
Caltech; Google DeepMind,1
Caltech; NVIDIA,1
"Cambridge Applied Machine Learning Lab, University of Cambridge, UK; Filtir, UK",1
Cambridge University,1
"Can Tho University of Medicine and Pharmacy, Vietnam",1
Canton of Solothurn,1
"Carnegie Mellon University, Pittsburgh, Pennsylvania, USA",1
"Carnegie Mellon University, Pittsburgh, US",1
"Carnegie Mellon University, Pittsburgh, USA; FAIR, Meta",1
"Carnegie Mellon University, Pittsburgh, United States",1
Carnegie Mellon University; Two Sigma Investments,1
Carnegie Mellon University; UNIST,1
Carnegie Mellon University; University of Pennsylvania,1
Carnegie Mellon University; University of Washington,1
Carnegie Mellon University; Zhejiang University,1
Carnegie Mellon Unversity,1
CarperAI,1
Cartesia AI,1
"Case Western Reserve University, Cleveland, OH, USA",1
"Case Western Reserve University, Cleveland, Ohio, USA",1
"Case Western Reserve University, USA",1
CausalFlow Inc.,1
"Cavendish Astrophysics, University of Cambridge, Madingley Road, Cambridge CB3 0HA, UK; Kavli Institute for Cosmology, University of Cambridge, Madingley Road, Cambridge CB3 0HA, UK",1
Ca’ Foscari University of Venice,1
CeADAR: Ireland’s Centre for Applied Artificial Intelligence,1
Center for AI Safety; CMU; Gray Swan AI,1
Center for AI Safety; Carnegie Mellon University; Gray Swan AI,1
Center for AI Safety; Gray Swan AI; Carnegie Mellon University,1
Center for AI Safety; Stanford,1
"Center for Advanced AI, Accenture; UC Berkeley",1
"Center for Artificial Intelligence and Data Science, University of Würzburg, Germany",1
Carnegie Mellon University; Toyota Technological Institute at Chicago,1
Carnegie Mellon University; Shanghai Jiaotong University,1
Carnegie Mellon University; Scribe,1
Carnegie Mellon University; IST and INESC-ID,1
"Carnegie Mellon University, Qatar",1
Carnegie Mellon University; All Hands AI,1
Carnegie Mellon University; Allen Institute for AI,1
Carnegie Mellon University; Bosch Center for AI,1
Carnegie Mellon University; Capital One,1
Carnegie Mellon University; DatologyAI,1
Carnegie Mellon University; Florida State University,1
Carnegie Mellon University; Google DeepMind,1
Carnegie Mellon University; Hong Kong University of Science and Technology,1
Carnegie Mellon University; Imperial College London,1
Carnegie Mellon University; Rutgers University,1
Carnegie Mellon University; Inspired Cognition,1
Carnegie Mellon University; Instituto Superior Técnico; Instituto de Telecomunicações,1
Carnegie Mellon University; Johns Hopkins University,1
Carnegie Mellon University; Meta AI (FAIR),1
Carnegie Mellon University; Meta Reality Labs,1
Carnegie Mellon University; Mohamed Bin Zayed University of Artificial Intelligence,1
Carnegie Mellon University; NVIDIA,1
Carnegie Mellon University; Petuum Inc.; Mohamed bin Zayed University of Artificial Intelligence,1
"Carnegie Mellon University; Reality Labs Research, Meta",1
"Centro Singular de Investigación en Tecnoloxías Intelixentes (CiTIUS), Rúa de Jenaro de la Fuente Domínguez, Santiago de Compostela, 15782, A Coruña, Spain",1
"Centro Singular de Investigación en Tecnoloxías Intelixentes (CiTIUS), Rúa de Jenaro de la Fuente Domínguez, Santiago de Compostela, 15782, A Coruña, Spain; Departamento de Electrónica e Computación, Universidade de Santiago de Compostela, Rúa Lope Gómez de Marzoa, Santiago de Compostela, 15782, A Coruña, Spain",1
"Centro de Linguística da Universidade do Porto (CLUP); Faculdade de Letras da Universidade do Porto, Via Panorâmica, 4150-564 Porto, Portugal",1
Collate,1
"College of Architecture and Urban Planning, Tongji University",1
"College of Artificial Intelligence, Shenzhen University",1
"College of Big Data and Internet, Shenzhen Technology University, Shenzhen, 518118, China",1
"College of Business, Georgia Institute of Technology",1
"College of Chemistry and Molecular Engineering, Peking University, Beijing 100871, China",1
"College of Computer Science and Artificial Intelligence, Fudan University, Shanghai, China; Shanghai Innovation Institute, Shanghai, China",1
"College of Computer Science and Artificial Intelligence, Fudan University; Meituan",1
"College of Computer Science and Artificial Intelligence, Fudan University; Shanghai Artificial Intelligence Laboratory",1
"College of Computer Science and Artificial Intelligence, Fudan University; Shanghai Artificial Intelligence Laboratory, Shanghai 200232, China",1
"College of Computer Science and Artificial Intelligence, Fudan University; Shanghai Innovation Institute",1
"College of Computer Science and Artificial Intelligence, Fudan University; Shanghai Innovation Institute; Hunyuan, Tencent",1
"College of Computer Science and Artificial Intelligence, Fudan University; Shanghai Key Laboratory of Intelligent Information Processing",1
"College of Computer Science and Cyber Security (Chengdu University of Technology); School of Data Science and Artificial Intelligence (Wenzhou University of Technology); Chengdu, Wenzhou, China",1
"College of Computer Science and Electronic Engineering, Hunan University, Changsha, Hunan 410082, China",1
"College of Computer Science and Engineering, Guilin University of Technology, China",1
"College of Computer Science and Software Engineering, Shenzhen University, China; Guangdong Lab of AI and Digital Economy (SZ), China",1
"College of Computer Science and Software Engineering, Shenzhen University; Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ)",1
"College of Computer Science and Software Engineering, Shenzhen University; Guangdong Provincial Key Laboratory of Intelligent Information Processing",1
"College of Computer Science and Technology, Jilin University",1
"College of Computer Science and Technology, National University of Defense Technology, Changsha, China",1
"College of Computer Science and Technology, Zhejiang University, China",1
Collective Intelligence Project,1
Cohere; University of Oxford,1
"Codec Avatar Labs, Meta",1
Cohere; SEACrowd; IndoNLP,1
"Codec Avatars Lab, Meta, Pittsburgh; University of California, Berkeley",1
"Codec Avatars Lab, Meta, USA",1
"Codec Avatars Lab, Meta; Nanyang Technological University",1
"CogAI Lab, Moscow, Russia; MIRAI, Moscow, Russia",1
"Cognitive AI Lab, IAI MIPT, Moscow, Russia",1
"Cognitive AI Lab, Moscow, Russia",1
"Cognitive AI Systems Lab, Moscow, Russia; Moscow Independent Research Institute of Artificial Intelligence, Moscow, Russia",1
"Cognitive AI, Intel Labs, Santa Clara, CA USA",1
"Cognitive Science and Artificial Intelligence, Tilburg University, The Netherlands",1
"Cognitive Systems, University of Bamberg, Germany",1
"CognitiveLab, Bengaluru, India",1
Cognizant AI Lab,1
"Cognizant AI Lab, Paris",1
"Cognizant AI Lab, San Francisco CA, USA 94105",1
"Cognizant AI Lab, San Francisco CA, USA 94105; The University of Texas at Austin, Austin TX, USA 78712",1
"Cognizant AI Lab, San Francisco, CA, USA",1
"Cognizant AI Lab, San Francisco, CA, USA; The University of Texas at Austin, Austin, TX, USA",1
Cohere & Cohere For AI,1
Cohere AI,1
Cohere for AI Community; IIT Roorkee,1
Cohere; HKUST; IndoNLP,1
"College of Computer Science and Technology, Zhejiang University, Hangzhou 310027, China; College of Pharmaceutical Sciences, Zhejiang University, Hangzhou 310058, China.",1
"College of Computer Science and Technology, Zhejiang University, Hangzhou 310027, China; School of Software Technology, Zhejiang University, Ningbo 315048, China.",1
"College of Computer Science and Technology, Zhejiang University, Hangzhou 310027, China; ZJU-Hangzhou Global Scientific and Technological Innovation Center, Hangzhou 311200, China.",1
"College of Computer Science and Technology, Zhejiang University; ARC Lab, Tencent PCG",1
"College of Health Solutions, Arizona State University, Phoenix, AZ 85054, USA",1
"College of Information Engineering, Northwest A&F University",1
"College of Information Engineering, Northwest A&F University; Key Laboratory of Agricultural Internet of Things, Ministry of Agriculture; Shaanxi Key Laboratory of Agricultural Information Perception and Intelligent Service; Shaanxi Engineering Research Center of Agricultural Information Intelligent Perception and Analysis",1
"College of Information Technology, United Arab Emirates University, Al Ain, UAE",1
"College of Information and Electrical Engineering, China Agricultural University, Beijing, China",1
